2013,44,28,19,2155
2013,45,28,22,3018
2013,46,23,22,2494
2013,47,21,22,2576
2013,48,20,22,2363
2013,49,18,22,2526
2013,50,24,21,2509
2013,51,20,21,2458
2013,52,33,21,2605
2014,1,27,5,2766
2014,2,25,5,2805
2014,3,32,5,3124
2014,4,36,5,3288
2014,5,27,5,3242
2014,6,32,1,3200
2014,7,32,1,2793
2014,8,34,1,2590
2014,9,37,1,2576
2014,10,44,6,2473
2014,11,38,6,2493
2014,12,34,6,2003
2014,13,41,6,2198
2014,14,55,17,2059
2014,15,61,17,2248
2014,16,59,17,2367
2014,17,62,17,2588
2014,18,53,17,2601
2014,19,56,18,2522
2014,20,48,18,2630
2014,21,50,18,2754
2014,22,48,18,2649
2014,23,48,11,2512
2014,24,49,11,2448
2014,25,54,11,2382
2014,26,53,11,2292
2014,27,55,15,2496
2014,28,52,15,2629
2014,29,52,15,2769
2014,30,55,15,2665
2014,31,50,15,2647
2014,32,39,20,2683
2014,33,54,20,2654
2014,34,56,20,2691
2014,35,58,20,2576
2014,36,59,9,2517
2014,37,71,9,2244
2014,38,70,9,2283
2014,39,69,9,2099
2014,40,73,10,1839
2014,41,74,10,2043
2014,42,73,10,1947
2014,43,68,10,2049
2014,44,74,10,2006
2014,45,58,23,2082
2014,46,41,23,2140
2014,47,48,23,2226
2014,48,47,23,2204
2014,49,50,23,2235
2014,50,45,17,2315
2014,51,34,17,2177
2014,52,37,17,2407
2015,1,46,6,2822
2015,2,38,6,2921
2015,3,54,6,3035
2015,4,57,6,2918
2015,5,46,6,2931
2015,6,59,6,2997
2015,7,48,6,2959
2015,8,50,6,2821
2015,9,51,6,2590
2015,10,50,5,2513
2015,11,51,5,2288
2015,12,64,5,2401
2015,13,53,5,2341
2015,14,53,13,2366
2015,15,49,13,2469
2015,16,59,13,2534
2015,17,52,13,2645
2015,18,55,13,2882
2015,19,47,12,2757
2015,20,49,12,2828
2015,21,52,12,3001
2015,22,46,12,2844
2015,23,47,10,2637
2015,24,50,10,2631
2015,25,52,10,2651
2015,26,54,10,2319
2015,27,64,13,2357
2015,28,55,13,2318
2015,29,51,13,2455
2015,30,49,13,2392
2015,31,52,13,2475
2015,32,57,11,2880
2015,33,59,11,2810
2015,34,76,11,2625
2015,35,71,11,2423
2015,36,101,8,2280
2015,37,110,8,2821
2015,38,137,8,2738
2015,39,138,8,2929
2015,40,128,9,2619
2015,41,97,9,2529
2015,42,108,9,2612
2015,43,133,9,2588
2015,44,63,9,2533
2015,45,69,13,2721
2015,46,48,13,2673
2015,47,50,13,2488
2015,48,45,13,2455
2015,49,44,13,2319
2015,50,44,19,2304
2015,51,59,19,2414
2015,52,42,19,2494
2016,1,38,15,2604
2016,2,40,15,2775
2016,3,51,15,2946
2016,4,42,15,3111
2016,5,42,15,3125
2016,6,44,10,3740
2016,7,48,10,3174
2016,8,49,10,3148
2016,9,50,10,3001
2016,10,47,6,2702
2016,11,54,6,2382
2016,12,60,6,2596
2016,13,64,6,2530
2016,14,59,14,2417
2016,15,60,14,2383
2016,16,58,14,2487
2016,17,60,14,2520
2016,18,55,14,2715
2016,19,54,12,2648
2016,20,54,12,2853
2016,21,42,12,2775
2016,22,55,12,2634
2016,23,55,13,2521
2016,24,47,13,2564
2016,25,50,13,2819
2016,26,51,13,3021
2016,27,50,20,2989
2016,28,49,20,2940
2016,29,51,20,3427
2016,30,50,20,3566
2016,31,52,20,3499
2016,32,57,15,3233
2016,33,49,15,2834
2016,34,60,15,2687
2016,35,61,15,2573
2016,36,56,15,2371
2016,37,51,15,2566
2016,38,52,15,2449
2016,39,60,15,2384
2016,40,61,16,2378
2016,41,48,16,2423
2016,42,48,16,2408
2016,43,56,16,2398
2016,44,45,16,2462
2016,45,52,20,2598
2016,46,50,20,2651
2016,47,48,20,2620
2016,48,34,20,2589
2016,49,48,20,2377
2016,50,51,23,2410
2016,51,40,23,2275
2016,52,36,23,2493
2017,1,41,21,2721
2017,2,54,21,2864
2017,3,46,21,3060
2017,4,34,21,3002
2017,5,41,21,3521
2017,6,51,15,3352
2017,7,47,15,3316
2017,8,47,15,2993
2017,9,45,15,3008
2017,10,55,11,3038
2017,11,62,11,2711
2017,12,55,11,2977
2017,13,50,11,2839
2017,14,50,21,3023
2017,15,54,21,3164
2017,16,61,21,3202
2017,17,60,21,3189
2017,18,57,21,3452
2017,19,46,15,3645
2017,20,46,15,3500
2017,21,49,15,3440
2017,22,43,15,3241
2017,23,50,10,2842
2017,24,46,10,2476
2017,25,50,10,2374
2017,26,47,10,2793
2017,27,44,9,2835
2017,28,46,9,3191
2017,29,49,9,3355
2017,30,55,9,3132
2017,31,50,9,2867
2017,32,44,18,2783
2017,33,47,18,2893
2017,34,43,18,2771
2017,35,50,18,2502
2017,36,48,19,2378
2017,37,54,19,2489
2017,38,49,19,2665
2017,39,55,19,2686
2017,40,55,18,2881
2017,41,47,18,3016
2017,42,62,18,3125
2017,43,63,18,2869
2017,44,49,18,2882
2017,45,47,24,2862
2017,46,53,24,2939
2017,47,43,24,2910
2017,48,39,24,2836
2017,49,48,24,2711
2017,50,56,23,2677
2017,51,50,23,2729
2017,52,39,23,2836
2018,1,43,25,3158
2018,2,33,25,3632
2018,3,43,25,4234
2018,4,42,25,4048
2018,5,49,25,3960
